0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
,,,,,,,,,,22/01/2015,23,27,52.8,1,43.56,0.07,45.56,0.07,19,8,3.2,OBGSR,Чечня,,,NCA20 0720,9228911.90,2020,3,13,19,35,11.9,0.10,44.37,42.63,10.2,4.3,2.0,0.2,6,,CWGSR,
,,,,,,,,,,26/01/2015,3,30,12.8,0.7,41.13,0.07,48.69,0.07,19,8,4.1,OBGSR,Азербайджан,,Ахты – 2–3 балла.,NCA20 0721,9232016.20,2020,3,13,20,26,56.2,0.95,42.91,46.17,5.7,8.7,3.8,2.6,46,,OBGSR,
,,,,,,,,,,26/01/2015,5,36,38,1.2,41.24,0.07,48.65,0.07,11,8,3.2,OBGSR,Азербайджан,,,NCA20 0722,9256436.59,2020,3,14,3,13,56.6,,41.82,46.20,60.0,6.2,,1.2,5,,DAGSR,
,,,,,,,,,,30/01/2015,1,56,50.1,1,42.35,0.07,43.06,0.07,1,8,3.2,OBGSR,Грузия,,,NCA20 0723,9257809.50,2020,3,14,3,36,49.5,0.19,43.43,43.53,6.0,5.5,2.4,0.8,11,,OBGSR,
,,,,,,,,,,30/01/2015,8,53,41.9,0.8,44.86,0.05,42.85,0.05,5,5,3.3,OBGSR,Ставропольский кр.,,,NCA20 0724,9259830.80,2020,3,14,4,10,30.8,0.89,43.07,44.30,11.2,8.7,3.7,2.6,41,,OBGSR,
,,,,,,,,,,15/02/2015,22,11,28.5,0.9,43.98,0.05,42.71,0.05,9,5,3.3,OBGSR,Ставропольский кр.,,Кисловодск. Пятигорск. Ессентуки – 3–4 балла.,NCA20 0725,9259900.20,2020,3,14,4,11,40.2,0.66,43.08,44.31,10.3,8.1,3.6,2.3,19,,NOGSR,
,,,,,,,,,,26/02/2015,3,45,13.8,0.9,43.15,0.05,46.02,0.05,95,7,3.1,OBGSR,Чечня,,,NCA20 0726,9260080.20,2020,3,14,4,14,40.2,0.44,43.09,44.33,9.4,5.3,2.4,0.7,7,,NOGSR,
,,,,,,,,,,28/02/2015,14,39,55.3,0.8,42.74,0.05,44.21,0.05,23,5,3.1,OBGSR,Северная Осетия–Алания,,,NCA20 0727,9260083.05,2020,3,14,4,14,43.1,,41.86,47.68,60.0,7.3,,1.8,14,,DAGSR,
,,,,,,,,,,18/03/2015,9,47,25.4,0.8,45.19,0.07,37.56,0.07,35,8,3.1,OBGSR,Краснодарский кр.,,,NCA20 0728,9260114.80,2020,3,14,4,15,14.8,0.34,43.08,44.32,16.3,6.9,3.0,1.6,13,,NOGSR,
,,,,,,,,,,30/03/2015,10,22,8.9,1.1,41.015,,48.741,,16,,3.6,DAGSR,Азербайджан,,,NCA20 0729,9261020.20,2020,3,14,4,30,20.2,0.41,43.08,44.32,9.0,5.6,2.6,0.9,7,,NOGSR,
,,,,,,,,,,12/04/2015,9,57,24.4,0.6,41.31,0.07,48.38,0.07,13,8,3.1,OBGSR,Азербайджан,,,NCA20 0730,9261193.00,2020,3,14,4,33,13.0,0.09,43.90,43.03,10.2,4.0,1.4,0.0,6,,CWGSR,
,,,,,,,,,,27/04/2015,3,5,42,2,41.47,0.07,48.48,0.07,5,8,3.1,OBGSR,Азербайджан,,,NCA20 0731,9265111.20,2020,3,14,5,38,31.2,0.42,43.07,44.31,8.9,5.7,2.6,0.9,7,,NOGSR,
,,,,,,,,,,13/06/2015,11,54,15.1,0.8,46.43,0.18,35.16,0.18,21,10,3.1,OBGSR,Азовское море,,,NCA20 0732,9271910.70,2020,3,14,7,31,50.7,0.37,43.08,44.32,9.4,5.8,2.9,1.0,6,,NOGSR,
,,,,,,,,,,16/06/2015,13,50,38.6,0.8,42.96,0.06,47.67,0.06,14,7,3.3,OBGSR,Дагестан,,Махачкала – 2–3 балла.,NCA20 0733,9271937.40,2020,3,14,7,32,17.4,0.43,43.08,44.32,17.8,6.6,2.9,1.4,9,,NOGSR,
,,,,,,,,,,17/06/2015,11,29,39.6,0.8,42.91,0.06,47.62,0.06,10,7,3.2,OBGSR,Дагестан,,Махачкала – 2–3 балла.,NCA20 0734,9272356.30,2020,3,14,7,39,16.3,0.44,43.08,44.32,9.4,5.6,2.5,0.9,7,,NOGSR,
,,,,,,,,,,29/06/2015,14,1,6.6,0.7,42.84,0.05,46.01,0.05,10,5,3.2,OBGSR,Чечня,,,NCA20 0735,9277063.50,2020,3,14,8,57,43.5,0.07,43.91,43.04,8.1,4.7,1.8,0.4,5,,CWGSR,
,,,,,,,,,,05/07/2015,13,23,35.3,0.6,45.68,0.07,36.58,0.07,34,8,3.7,OBGSR,Азовское море,,,NCA20 0736,9282023.90,2020,3,14,10,20,23.9,0.47,44.83,37.66,0.0,5.8,2.5,1.0,4,возм. взрыв,OBGSR,
,,,,,,,,,,07/07/2015,6,56,19.2,1,43.57,0.05,43.39,0.05,7,5,3.2,OBGSR,Кабардино-Балкария,,Нальчик – 2 балла.,NCA20 0737,9283430.20,2020,3,14,10,43,50.2,0.38,42.65,45.42,28.3,6.8,3.2,1.6,7,,NOGSR,
,,,,,,,,,,02/08/2015,10,51,25.9,0.6,41.93,0.07,48.65,0.07,25,8,3.1,OBGSR,Каспийское море,,,NCA20 0738,9288451.33,2020,3,14,12,7,31.3,,42.39,46.92,9.0,6.0,,1.1,8,,DAGSR,
,,,,,,,,,,16/08/2015,22,38,0.9,0.9,44.85,0.06,37.49,0.06,29,7,3.4,OBGSR,Краснодарский кр.,,Анапа – 2 балла.,NCA20 0739,9289310.20,2020,3,14,12,21,50.2,0.15,44.03,42.81,7.7,5.6,2.1,0.9,7,,CWGSR,
,,,,,,,,,,23/08/2015,17,56,1.6,0.9,43.14,0.06,46.79,0.06,10,7,3.3,OBGSR,Дагестан,,,NCA20 0740,9314491.90,2020,3,14,19,21,31.9,0.16,42.42,44.08,1.2,5.9,3.0,1.1,4,,NOGSR,
,,,,,,,,,,29/08/2015,13,43,33,0.8,42.97,0.05,46.02,0.05,72,5,3.4,OBGSR,Чечня,,,NCA20 0741,9334589.90,2020,3,15,0,56,29.9,0.17,43.87,43.06,8.9,3.2,1.3,-0.4,4,,CWGSR,
,,,,,,,,,,04/09/2015,4,49,35.2,0.8,40.9,0.07,47.38,0.07,6,8,4.7,OBGSR,Азербайджан,,,NCA20 0742,9336240.50,2020,3,15,1,24,0.5,0.28,44.99,37.69,2.7,6.3,2.4,1.3,6,,OBGSR,
,,,,,,,,,,12/09/2015,2,8,51,0.8,43.5,0.07,45.53,0.07,129,8,3.7,OBGSR,Чечня,,,NCA20 0743,9336797.90,2020,3,15,1,33,17.9,0.77,44.97,37.71,4.9,7.8,3.4,2.1,15,,OBGSR,
,,,,,,,,,,14/09/2015,9,7,50.2,0.9,43.17,0.06,41.64,0.06,7,7,3.9,OBGSR,Грузия,,Сочи. Карачаевск – 3 балла; Черкесск. Кисловодск. Ессентукская – 2–3 балла.,NCA20 0744,9336892.90,2020,3,15,1,34,52.9,0.46,44.96,37.71,5.0,7.7,3.0,2.1,15,,OBGSR,
,,,,,,,,,,18/09/2015,10,17,24.8,0.8,43.4,0.07,45.98,0.07,8,8,3.1,OBGSR,Чечня,,,NCA20 0745,9336960.50,2020,3,15,1,36,0.5,0.12,44.99,37.78,9.3,5.2,1.4,0.7,3,,OBGSR,
,,,,,,,,,,16/10/2015,2,16,44.7,0.8,42.37,0.07,44.91,0.07,10,8,4,OBGSR,Грузия,,,NCA20 0746,9337257.10,2020,3,15,1,40,57.1,0.45,45.02,37.68,6.1,6.0,2.7,1.1,4,,OBGSR,
,,,,,,,,,,16/10/2015,6,34,17.5,0.8,42.36,0.07,44.93,0.07,11,8,3.3,OBGSR,Грузия,,,NCA20 0747,9337331.20,2020,3,15,1,42,11.2,0.36,44.95,37.70,6.1,5.3,1.6,0.7,4,,OBGSR,
,,,,,,,,,,17/10/2015,8,43,51.1,0.7,42.19,0.06,47.94,0.06,10,7,3.2,OBGSR,Дагестан,,,NCA20 0748,9337658.90,2020,3,15,1,47,38.9,0.28,45.06,37.67,3.2,5.3,2.1,0.7,4,,OBGSR,
,,,,,,,,,,30/10/2015,7,16,56.6,0.6,42.87,0.06,47.74,0.06,11,7,3.3,OBGSR,Дагестан,,,NCA20 0749,9344575.32,2020,3,15,3,42,55.3,,41.96,48.01,6.0,7.3,,1.8,11,,DAGSR,
,,,,,,,,,,31/10/2015,9,15,1.6,0.7,42.88,0.05,44.08,0.05,17,5,3.5,OBGSR,Северная Осетия–Алания,,,NCA20 0750,9351360.90,2020,3,15,5,36,0.9,0.74,44.68,37.12,39.8,10.8,5.0,3.8,40,,OBGSR,"Анапа, Су-Псех – 2-3 балла; Новороссийск – 2 балла."
,,,,,,,,,,03/11/2015,17,43,21.4,0.4,44.7,0.07,41.59,0.07,5,8,4.1,OBGSR,Ставропольский кр.,,Успенская. Маланино. Ставрополь. Невинномысск. Кочубеевский р-н. Шпаковский р-н – 4 балла; Казинка. Водораздел. Курсавка. Гофицкое. Армавир. Новокубанск. Черкесск – 3 балла; Кисловодск. Ессентуки. Лермонтов. Пятигорск. Железноводск. Минераловодский р-н. Лабинск. Гулькевичи. Отрадная. Учкекен – 2–3 балла; Мостовской. Карачаевск. Георгиевский р-н – 2 балла.,NCA20 0751,9380011.97,2020,3,15,13,33,32.0,,40.91,48.70,45.0,9.1,,2.8,13,,DAGSR,
,,,,,,,,,,08/11/2015,13,18,14,0.4,41.84,0.06,48.08,0.06,13,7,3.1,OBGSR,Дагестан,,,NCA20 0752,9398948.27,2020,3,15,18,49,8.3,,40.94,48.80,45.0,8.3,,2.4,6,,DAGSR,
,,,,,,,,,,18/11/2015,1,17,48.9,0.6,42.4,0.07,43.01,0.07,6,8,3.4,OBGSR,Грузия,,,NCA20 0753,9403496.45,2020,3,15,20,4,56.5,,42.91,47.10,6.0,4.0,,0.0,5,,DAGSR,
,,,,,,,,,,15/12/2015,15,36,11.5,0.9,41.83,0.07,49.16,0.07,41,8,3.5,OBGSR,Каспийское море,,,NCA20 0754,9404043.60,2020,3,15,20,14,3.6,0.80,43.20,45.76,85.8,7.7,3.1,2.1,39,,OBGSR,
,,,,,,,,,,15/01/2016,2,6,36.3,0.5,42.93,0.05,45.77,0.05,2,5,3.1,OBGSR,Чечня,,,NCA20 0755,9409544.70,2020,3,15,21,45,44.7,,41.77,47.51,3.0,5.7,,0.9,8,,DAGSR,
,,,,,,,,,,03/02/2016,17,5,56,0.8,43.59,0.06,45.59,0.06,151,7,3.8,OBGSR,Чечня,,,NCA20 0756,9413274.50,2020,3,15,22,47,54.5,0.22,43.07,44.14,4.3,4.3,1.7,0.2,4,,NOGSR,
,,,,,,,,,,07/02/2016,0,50,6.8,0.8,44.93,0.05,39.46,0.05,22,5,3.6,OBGSR,Краснодарский край,,Майкоп – 2–3 балла.,NCA20 0757,9424941.29,2020,3,16,2,2,21.3,,42.83,46.92,3.0,4.3,,0.2,7,,DAGSR,
,,,,,,,,,,11/02/2016,12,31,32.6,0.8,43.05,0.05,45.87,0.05,80,5,3.3,OBGSR,Чечня,,,NCA20 0758,9436688.70,2020,3,16,5,18,8.7,0.11,43.73,43.14,10.0,5.7,2.4,0.9,3,,CWGSR,
,,,,,,,,,,13/02/2016,9,50,42.4,0.9,42.51,0.02,46.61,0.02,10,2,3.5,OBGSR,Дагестан,,,NCA20 0759,9438114.20,2020,3,16,5,41,54.2,0.36,42.82,46.22,6.7,6.7,2.8,1.5,11,,OBGSR,
,,,,,,,,,,23/02/2016,10,47,40.4,1,43.37,0.05,41.5,0.05,2,5,3.3,OBGSR,Карачаево-Черкесия,,,NCA20 0760,9440206.40,2020,3,16,6,16,46.4,0.38,42.81,46.21,6.6,7.1,3.2,1.7,14,,OBGSR,
,,,,,,,,,,06/03/2016,0,57,6.8,0.8,43.23,0.05,41.7,0.05,5,5,3.1,OBGSR,Карачаево-Черкесия,,,NCA20 0761,9451316.00,2020,3,16,9,21,56.0,0.51,42.88,46.27,7.6,5.7,2.4,0.9,9,,OBGSR,
,,,,,,,,,,19/04/2016,20,22,39.7,0.5,41.36,0.14,49.34,0.14,13,10,4.3,OBGSR,Каспийское море,,,NCA20 0762,9465564.04,2020,3,16,13,19,24.0,,42.93,45.47,9.0,6.7,,1.5,9,,DAGSR,
,,,,,,,,,,27/04/2016,18,53,11.9,0.8,42.8,0.02,44.49,0.02,14,2,3.3,OBGSR,Северная Осетия–Алания,,,NCA20 0763,9499212.40,2020,3,16,22,40,12.4,0.44,40.99,48.29,23.2,7.1,3.1,1.7,7,,OBGSR,
,,,,,,,,,,27/04/2016,18,59,25.9,0.8,42.69,0.02,44.47,0.02,12,2,3.2,OBGSR,Грузия,,,NCA20 0764,9501493.70,2020,3,16,23,18,13.7,0.45,42.64,43.66,3.3,5.3,2.4,0.7,3,,NOGSR,
,,,,,,,,,,13/05/2016,21,17,47.2,0.7,42.83,0.03,46.4,0.03,65,3,5.2,OBGSR,Дагестан,,Буртунай. Дылым. Мехельта. Дубки – 5 баллов; Ножай-юрт. Ведено. Кизилюрт. Хасавюрт. Буйнакск. Ботлих – 4–5 балла; Гудермес. Гуниб. Кака-Шура. Махачкала – 4 балла; Бабаюрт. Карабудахкент. Сулак. Грозный. Манаскент. Кизляр – 3–4 балла; Тлярата. Бежта. Кумух. Сергокала. Уркарах – 3 балла.,NCA20 0765,9508000.70,2020,3,17,1,6,40.7,0.17,44.36,42.46,10.4,5.3,2.7,0.7,8,,CWGSR,
,,,,,,,,,,29/05/2016,5,44,57.1,0.7,43.15,0.05,46.27,0.05,80,5,3.5,OBGSR,Чечня,,,NCA20 0766,9511086.09,2020,3,17,1,58,6.1,,42.54,47.66,15.0,6.0,,1.1,12,,DAGSR,
,,,,,,,,,,09/06/2016,9,29,48.7,0.8,41.85,0.06,45.87,0.06,24,7,3.1,OBGSR,Грузия,,,NCA20 0767,9512754.50,2020,3,17,2,25,54.5,,41.97,46.42,24.0,4.8,,0.4,7,,DAGSR,
,,,,,,,,,,12/06/2016,0,52,4.3,0.8,41.84,0.06,45.83,0.06,20,7,3.8,OBGSR,Грузия,,,NCA20 0768,9525428.10,2020,3,17,5,57,8.1,0.14,43.90,43.02,11.2,4.0,2.1,0.0,7,,CWGSR,
,,,,,,,,,,17/06/2016,4,40,6.3,0.5,41.37,0.09,46.26,0.09,12,5,3.1,OBGSR,Грузия,,,NCA20 0769,9526371.94,2020,3,17,6,12,51.9,,42.87,47.17,9.0,4.3,,0.2,4,,DAGSR,
,,,,,,,,,,30/06/2016,7,53,40.2,0.4,41.17,0.09,48.03,0.09,2,5,3.6,OBGSR,Азербайджан,,,NCA20 0770,9548311.52,2020,3,17,12,18,31.5,,42.65,46.25,15.0,5.6,,0.9,9,,DAGSR,
,,,,,,,,,,01/07/2016,13,7,34.1,0.8,43.09,0.05,46.85,0.05,5,5,3.2,OBGSR,Дагестан,,,NCA20 0771,9549191.92,2020,3,17,12,33,11.9,,42.84,47.09,9.0,4.8,,0.4,5,,DAGSR,
,,,,,,,,,,18/07/2016,14,21,5.2,-1,42.95,,46.87,,5,,3.2,OBGSR,Дагестан,,,NCA20 0772,9563989.73,2020,3,17,16,39,49.7,,42.50,47.63,6.0,6.1,,1.2,5,,DAGSR,
,,,,,,,,,,23/07/2016,13,49,43.9,0.7,41.01,0.09,47.73,0.09,14,5,3.2,OBGSR,Азербайджан,,,NCA20 0773,9583806.35,2020,3,17,22,10,6.4,,41.85,46.27,15.0,6.0,,1.1,7,,DAGSR,
,,,,,,,,,,28/07/2016,6,5,15.4,0.8,42.95,0.06,41.01,0.06,11,7,3.9,OBGSR,Чёрное море,,,NCA20 0774,9584046.56,2020,3,17,22,14,6.6,,42.96,47.04,9.0,4.1,,0.1,6,,DAGSR,
,,,,,,,,,,08/08/2016,17,25,40.6,0.8,43.05,0.02,45.71,0.02,85,2,3.8,OBGSR,Чечня,,,NCA20 0775,9589964.74,2020,3,17,23,52,44.7,,41.55,47.64,6.0,6.4,,1.3,11,,DAGSR,
,,,,,,,,,,13/08/2016,16,53,18.2,0.4,41.9,0.06,46.69,0.06,8,7,3.1,OBGSR,Дагестан,,,NCA20 0776,9590369.19,2020,3,17,23,59,29.2,,41.60,47.72,15.0,5.8,,1.0,5,,DAGSR,
,,,,,,,,,,24/08/2016,21,8,39.6,0.9,42.65,0.02,47.07,0.02,10,2,3.3,OBGSR,Дагестан,,Аракани. Кудутль. Аркас. Майданская и Апши – 4 балла; Ирганай. Гергебиль. Могох. Шамилькала. Нижнее Казанище. Дургели. Унцукуль. Кака-Шура – 3–4 балла; Буйнакск. Гуниб. Хунзах. Гелли - 3 балла; Верхний Каранай. Новый Черкей. Губден. Карабудахкент. Мехельта – 2–3 балла; Дубки. Кумух. Сергокала. Манаскент. Махачкала. Ботлих – 2 балла.,NCA20 0777,9590779.34,2020,3,18,0,6,19.3,,41.58,47.68,6.0,5.7,,0.9,9,,DAGSR,
,,,,,,,,,,27/08/2016,18,0,46.8,1.1,43.35,0.05,40.98,0.05,1,5,3.4,OBGSR,Грузия,,,NCA20 0778,9591385.77,2020,3,18,0,16,25.8,,42.83,46.26,15.0,4.4,,0.2,7,,DAGSR,
,,,,,,,,,,31/08/2016,5,12,55.4,0.4,41.06,,48.609,,19,,3.5,DAGSR,Азербайджан,,,NCA20 0779,9595312.15,2020,3,18,1,21,52.2,,42.94,46.61,6.0,5.2,,0.7,9,,DAGSR,
,,,,,,,,,,02/09/2016,3,27,14.4,0.5,43.47,0.06,40.93,0.06,6,7,3.2,OBGSR,Карачаево-Черкесия,,,NCA20 0780,9596664.60,2020,3,18,1,44,24.6,0.75,43.49,41.35,2.2,8.6,3.8,2.6,30,,OBGSR,
,,,,,,,,,,03/09/2016,11,54,2.8,0.4,43.5,0.06,40.99,0.06,2,7,3.4,OBGSR,Карачаево-Черкесия,,,NCA20 0781,9603741.60,2020,3,18,3,42,21.6,0.64,43.37,45.25,21.3,9.4,4.1,3.0,45,,OBGSR,
,,,,,,,,,,06/09/2016,0,3,33.5,0.4,43.45,0.05,45.08,0.05,7,5,3.4,OBGSR,Ингушетия,,,NCA20 0782,9622524.10,2020,3,18,8,55,24.1,0.28,43.57,41.42,14.5,5.7,2.2,0.9,3,,CWGSR,
,,,,,,,,,,07/09/2016,16,57,44.1,0.4,41.86,0.06,46.68,0.06,7,7,4,OBGSR,Дагестан,,,NCA20 0783,9635293.30,2020,3,18,12,28,13.3,0.55,44.85,37.62,0.0,7.0,3.2,1.7,5,возм. взрыв,OBGSR,
,,,,,,,,,,07/09/2016,21,29,35.9,0.5,41.88,0.06,46.67,0.06,7,7,3.9,OBGSR,Дагестан,,,NCA20 0784,9638380.80,2020,3,18,13,19,40.8,0.30,44.40,39.89,15.1,5.9,2.6,1.1,4,,OBGSR,
,,,,,,,,,,12/09/2016,15,51,30.4,0.7,42.81,0.03,44.56,0.03,21,3,3.1,OBGSR,Северная Осетия–Алания,,,NCA20 0785,9641708.50,2020,3,18,14,15,8.5,0.50,43.11,46.86,18.1,7.4,3.3,1.9,15,,OBGSR,
,,,,,,,,,,12/09/2016,16,54,21.1,0.6,43.52,0.03,43.31,0.03,6,3,3.5,OBGSR,Кабардино-Балкария,,,NCA20 0786,9664487.96,2020,3,18,20,34,48.0,,41.88,46.54,6.0,6.5,,1.4,10,,DAGSR,
,,,,,,,,,,21/09/2016,19,27,36,0.6,42.49,0.09,41.01,0.09,9,5,4.2,OBGSR,Чёрное море,,Адлер. Хоста – 3–4 балла; Батуми – 4 балла.,NCA20 0787,9671957.40,2020,3,18,22,39,17.4,0.55,43.22,45.82,80.3,6.5,2.7,1.4,25,,OBGSR,
,,,,,,,,,,21/09/2016,23,29,28.3,1,43.5,0.06,45.83,0.06,10,7,3.7,OBGSR,Чечня,,,NCA20 0788,9676697.65,2020,3,18,23,58,17.7,,43.00,46.98,9.0,3.9,,-0.1,6,,DAGSR,
,,,,,,,,,,04/10/2016,13,31,30.7,0.8,43.76,0.05,43.53,0.05,20,5,3.1,OBGSR,Кабардино-Балкария,,,NCA20 0789,9686986.00,2020,3,19,2,49,46.0,0.36,43.12,44.30,11.5,5.2,2.3,0.7,6,,NOGSR,
,,,,,,,,,,09/10/2016,21,40,53.5,1.3,44.76,0.05,41.86,0.05,9,5,3.1,OBGSR,Ставропольский кр.,,Ставрополь. Михайловск Шпаковского р-на – 2–3 балла.,NCA20 0790,9703496.62,2020,3,19,7,24,56.6,,42.92,46.89,3.0,3.6,,-0.2,4,,DAGSR,
,,,,,,,,,,09/10/2016,22,52,24.7,0.7,41.09,0.09,48.56,0.09,22,5,3.7,OBGSR,Азербайджан,,,NCA20 0791,9708072.73,2020,3,19,8,41,12.7,,41.63,47.92,6.0,6.3,,1.3,4,,DAGSR,
,,,,,,,,,,21/10/2016,21,17,23.5,1,44.97,0.06,41.23,0.06,17,7,3.3,OBGSR,Краснодарский край,,Армавир – 3–4 балла.,NCA20 0792,9711276.50,2020,3,19,9,34,36.5,0.42,43.99,42.00,0.0,6.3,2.9,1.3,7,взрыв,OBGSR,
,,,,,,,,,,30/10/2016,5,27,5.8,1,44.2,0.02,39.61,0.02,18,2,4.1,OBGSR,Краснодарский край,,Нефтегорск. Апшеронск – 4 балла; Абадзехская. Даховская. Веселый. Гузерипль. Туапсе – 3–4 балла; Новосвободная. Севастопольская. Ханская – 3 балла; Лазаревское – 2–3 балла; Ставрополь – 2 балла.,NCA20 0793,9715873.60,2020,3,19,10,51,13.6,0.47,44.81,37.69,0.0,6.2,2.5,1.2,4,возм. взрыв,OBGSR,
,,,,,,,,,,06/11/2016,8,32,45,0.7,43.2,0.06,46.31,0.06,13,7,3.1,OBGSR,Чечня,,,NCA20 0794,9731349.92,2020,3,19,15,9,9.9,,42.22,45.98,6.0,5.8,,1.0,8,,DAGSR,
,,,,,,,,,,12/12/2016,23,36,15,0.9,42.58,0.02,43.32,0.02,1,2,3.1,OBGSR,Грузия,,,NCA20 0795,9736019.60,2020,3,19,16,26,59.6,0.53,43.81,41.13,14.6,5.1,2.1,0.6,5,,OBGSR,
,,,,,,,,,,20/12/2016,16,40,43.7,0.5,41.89,0.06,46.69,0.06,7,7,3.8,OBGSR,Дагестан,,,NCA20 0796,9752578.80,2020,3,19,21,2,58.8,0.18,44.70,37.47,34.5,6.6,2.6,1.4,5,,OBGSR,
,,,,,,,,,,22/12/2016,16,31,39.4,0.5,43.12,0.06,46.86,0.06,4,7,3.7,OBGSR,Дагестан,,Бавтугай – 3–4 балла.,NCA20 0797,9765821.77,2020,3,20,0,43,41.8,,42.83,46.84,6.0,2.9,,-0.6,5,,DAGSR,
,,,,,,,,,,31/12/2016,22,17,16,0.4,43.3,0.03,44.83,0.03,6,3,3.3,OBGSR,Ингушетия,,Плиево. Карабулак – 3–4 балла.,NCA20 0798,9769861.76,2020,3,20,1,51,1.8,,42.88,47.09,9.0,5.0,,0.6,9,,DAGSR,
,,,,,,,,,,14/01/2017,15,28,20.3,0.8,41.24,0.07,47.94,0.07,3,5,3.1,OBGSR,Азербайджан,,,NCA20 0799,9771788.30,2020,3,20,2,23,8.3,,42.83,45.78,18.0,5.7,,0.9,8,,DAGSR,
,,,,,,,,,,29/01/2017,23,54,32.1,0.8,43.02,0.05,46.73,0.05,7,5,3.1,OBGSR,Дагестан,,,NCA20 0800,9799201.00,2020,3,20,10,0,1.0,0.10,44.65,37.82,21.6,6.1,2.7,1.2,3,,OBGSR,
,,,,,,,,,,15/02/2017,6,56,23.6,0.5,41.54,0.09,48.4,0.09,25,5,3.2,OBGSR,Азербайджан,,,NCA20 0801,9801181.50,2020,3,20,10,33,1.5,0.48,44.81,37.64,0.0,6.0,2.5,1.1,4,возм. взрыв,OBGSR,
,,,,,,,,,,28/02/2017,3,45,26.7,0.7,41.01,0.14,49.18,0.14,18,10,3.3,OBGSR,Азербайджан,,,NCA20 0802,9801292.40,2020,3,20,10,34,52.4,0.38,44.29,39.41,4.9,4.8,1.1,0.4,3,,OBGSR,
,,,,,,,,,,06/03/2017,1,26,22.6,1,43.27,0.06,45.74,0.06,14,5,3.8,OBGSR,Чечня,,Беркат-Юрт. Садовое. Толстой-Юрт – 6 баллов; Грозный. Аргун. Петропавловская. Пригородное – 5–6 баллов; Гудермес. Первомайская. Радужное. Джалка. Атаги. Урус-Мартан – 5 баллов [1].,NCA20 0803,9809335.06,2020,3,20,12,48,55.1,,42.87,46.38,6.0,5.0,,0.6,6,,DAGSR,
,,,,,,,,,,13/03/2017,2,25,19.8,0.8,42.43,0.06,43.7,0.06,5,5,4.1,OBGSR,Грузия,,,NCA20 0804,9811975.42,2020,3,20,13,32,55.4,,39.98,50.97,21.0,10.3,,3.5,6,,DAGSR,
,,,,,,,,,,26/03/2017,3,43,57.7,0.8,41.16,0.14,49.27,0.14,20,10,3.1,OBGSR,Азербайджан,,,NCA20 0805,9818953.30,2020,3,20,15,29,13.3,0.57,43.01,45.50,12.9,8.4,3.5,2.4,28,,OBGSR,
,,,,,,,,,,28/03/2017,1,45,41.5,0.6,43.17,0.05,45.15,0.05,12,5,3.1,OBGSR,Ингушетия,,,NCA20 0806,9848536.50,2020,3,20,23,42,16.5,0.61,41.48,43.99,4.7,7.3,3.2,1.8,8,,NOGSR,
,,,,,,,,,,15/04/2017,18,16,25.9,0.9,42.08,0.09,45.74,0.09,9,5,3.4,OBGSR,Грузия,,,NCA20 0807,9860085.50,2020,3,21,2,54,45.5,0.07,43.85,42.75,5.7,2.4,1.0,-0.9,5,,CWGSR,
,,,,,,,,,,22/04/2017,3,28,45.7,0.8,43.54,0.06,45.53,0.06,152,7,3.8,OBGSR,Чечня,,,NCA20 0808,9862561.88,2020,3,21,3,36,1.9,,42.98,46.94,6.0,3.7,,-0.2,4,,DAGSR,
,,,,,,,,,,24/04/2017,12,2,19.5,0.6,42.19,0.03,46.76,0.03,51,3,3.3,OBGSR,Дагестан,,,NCA20 0809,9876232.50,2020,3,21,7,23,52.5,0.12,43.93,43.08,13.2,4.5,2.2,0.3,6,,CWGSR,
,,,,,,,,,,30/04/2017,3,40,4.2,0.7,43.8,0.06,38.92,0.06,7,5,3.3,OBGSR,Чёрное море,,,NCA20 0810,9877894.20,2020,3,21,7,51,34.2,0.44,42.72,46.28,5.2,6.7,2.9,1.5,7,,OBGSR,
,,,,,,,,,,03/05/2017,8,53,42.4,0.6,42.03,0.03,46.78,0.03,49,3,5.1,OBGSR,Дагестан,,Цурибское землетрясение. Цуриб – 5–6 баллов; Сограталь. Ругуджа. Кумух. Гуниб. Вачи. Гергебиль – 5 баллов; Акуша. Леваши – 4–5 баллов; Закаталы (Азербайджан). Аракани – 4 балла; Тлярата. Хунзах. Шамилькала. Унцукуль. Уркарах. Каранай. Буйнакск. Сергокала. Карабудахкент. Каспийск – 3–4 балла; Дубки. Ахты. Касумкент. Махачкала. Дербент – 3 балла; Ботлих. Дылым – 2–3 балла [1. 2].,NCA20 0811,9879008.90,2020,3,21,8,10,8.9,0.45,42.70,46.25,5.6,7.3,3.2,1.8,17,,OBGSR,
,,,,,,,,,,10/05/2017,17,40,4.3,0.8,43.22,0.06,46.16,0.06,87,7,3.6,OBGSR,Чечня,,,NCA20 0812,9879482.50,2020,3,21,8,18,2.5,0.27,43.94,43.08,7.6,4.1,2.2,0.1,7,,CWGSR,
,,,,,,,,,,14/05/2017,14,53,19.1,0.5,43.01,0.05,46.71,0.05,5,5,3.6,OBGSR,Дагестан,,,NCA20 0813,9882867.20,2020,3,21,9,14,27.2,0.47,42.93,45.73,8.0,7.4,3.3,1.9,17,,OBGSR,
