0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1800,18140063.30,2020,6,23,22,54,23.3,0.11,44.06,42.78,12.3,3.4,2.1,-0.3,5,,CWGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1801,18154666.73,2020,6,24,2,57,46.7,,41.95,48.77,18.0,6.8,,1.6,5,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1802,18154723.90,2020,6,24,2,58,43.9,0.89,43.00,45.34,18.5,6.6,2.8,1.4,20,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1803,18175350.46,2020,6,24,8,42,30.5,,41.62,49.79,60.0,9.3,,2.9,16,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1804,18192607.19,2020,6,24,13,30,7.2,,42.81,46.49,9.0,5.0,,0.6,4,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1805,18192840.64,2020,6,24,13,34,0.6,,41.60,47.74,6.0,7.0,,1.7,8,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1806,18210638.00,2020,6,24,18,30,38.0,0.57,42.96,46.49,9.0,6.9,3.1,1.6,16,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1807,18245190.35,2020,6,25,4,6,30.4,,41.00,43.97,0.0,8.5,,2.5,11,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1808,18270612.52,2020,6,25,11,10,12.5,,42.78,47.40,6.0,6.0,,1.1,6,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1809,18274974.30,2020,6,25,12,22,54.3,0.29,44.90,37.57,0.0,6.4,2.1,1.3,3,возм. взрыв,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1810,18276791.70,2020,6,25,12,53,11.7,0.42,44.85,37.63,0.0,6.8,2.6,1.6,4,возм. взрыв,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1811,18277979.76,2020,6,25,13,12,59.8,,41.27,48.35,15.0,7.1,,1.7,4,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1812,18283236.05,2020,6,25,14,40,36.1,,41.78,46.78,48.0,6.4,,1.3,7,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1813,18294907.94,2020,6,25,17,55,7.9,,42.23,46.52,33.0,6.3,,1.3,10,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1814,18305233.90,2020,6,25,20,47,13.9,0.14,43.86,43.04,8.2,4.3,1.4,0.2,7,,CWGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1815,18311131.80,2020,6,25,22,25,31.8,0.46,43.47,40.78,12.3,6.8,2.8,1.6,13,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1816,18313080.20,2020,6,25,22,58,0.2,0.32,43.92,43.08,10.0,3.5,1.5,-0.3,6,,CWGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1817,18348466.50,2020,6,26,8,47,46.5,0.28,44.02,41.74,0.0,6.6,2.7,1.4,8,взрыв,CWGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1818,18377912.70,2020,6,26,16,58,32.7,0.46,43.85,42.98,0.8,3.8,1.4,-0.1,6,,CWGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1819,18387584.16,2020,6,26,19,39,44.2,,42.96,47.02,6.0,4.2,,0.1,4,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1820,18396087.01,2020,6,26,22,1,27.0,,42.98,47.08,9.0,3.7,,-0.2,4,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1821,18399936.08,2020,6,26,23,5,36.1,,43.00,47.11,9.0,4.2,,0.1,6,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1822,18412744.80,2020,6,27,2,39,4.8,0.87,41.38,44.02,3.0,9.0,3.8,2.8,45,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1823,18418232.83,2020,6,27,4,10,32.8,,40.05,53.83,6.0,11.1,,3.9,14,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1824,18424818.10,2020,6,27,6,0,18.1,0.77,42.79,46.25,9.7,6.1,2.8,1.2,12,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1825,18425398.90,2020,6,27,6,9,58.9,0.79,43.03,46.96,7.8,4.5,1.5,0.3,5,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1826,18436645.93,2020,6,27,9,17,25.9,,42.21,48.16,6.0,7.0,,1.7,12,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1827,18438240.90,2020,6,27,9,44,0.9,0.25,43.44,41.34,10.0,5.9,2.8,1.1,6,,CWGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1828,18461889.00,2020,6,27,16,18,9.0,0.42,43.88,41.13,26.0,5.3,2.1,0.7,5,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1829,18478813.00,2020,6,27,21,0,13.0,0.85,43.96,39.48,7.1,8.9,3.8,2.7,29,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1830,18484513.43,2020,6,27,22,35,13.4,,42.37,47.89,3.0,6.1,,1.2,11,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1831,18484868.40,2020,6,27,22,41,8.4,0.99,41.33,43.71,10.9,8.4,3.6,2.4,35,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1832,18490079.68,2020,6,28,0,7,59.7,,43.01,47.24,9.0,4.4,,0.2,7,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1833,18508692.60,2020,6,28,5,18,12.6,0.59,43.28,45.74,25.1,7.2,3.1,1.8,16,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1834,18513071.73,2020,6,28,6,31,11.7,,42.94,46.68,9.0,5.2,,0.7,10,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1835,18518784.00,2020,6,28,8,6,24.0,0.30,43.66,40.61,17.6,5.4,2.2,0.8,4,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1836,18529272.30,2020,6,28,11,1,12.3,0.19,44.23,39.68,2.0,5.4,2.2,0.8,3,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1837,18532373.93,2020,6,28,11,52,53.9,,42.78,46.22,9.0,5.7,,0.9,11,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1838,18535519.84,2020,6,28,12,45,19.8,,42.96,47.16,9.0,5.1,,0.6,7,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1839,18546287.60,2020,6,28,15,44,47.6,0.66,42.59,46.41,6.9,6.2,2.7,1.2,12,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1840,18550575.40,2020,6,28,16,56,15.4,0.18,43.94,43.08,11.9,4.7,1.9,0.4,6,,CWGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1841,18555657.54,2020,6,28,18,20,57.5,,40.79,50.19,0.0,8.9,,2.7,3,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1842,18566659.40,2020,6,28,21,24,19.4,0.46,42.06,46.11,20.4,7.7,3.4,2.1,23,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1843,18566777.30,2020,6,28,21,26,17.3,0.24,44.84,37.53,20.0,7.1,2.9,1.7,8,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1844,18567387.20,2020,6,28,21,36,27.2,0.11,44.26,42.74,16.0,4.1,1.6,0.1,5,,CWGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1845,18571024.89,2020,6,28,22,37,4.9,,42.55,48.23,9.0,6.7,,1.5,16,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1846,18587003.60,2020,6,29,3,3,23.6,0.42,43.80,43.21,13.4,6.6,2.9,1.4,12,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1847,18604028.60,2020,6,29,7,47,8.6,1.34,44.40,40.81,0.0,6.9,2.7,1.6,4,взрыв,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1848,18609842.32,2020,6,29,9,24,2.3,,42.63,46.76,5.0,3.2,,-0.4,4,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1849,18613771.20,2020,6,29,10,29,31.2,0.30,44.87,37.63,0.0,6.3,2.7,1.3,3,возм. взрыв,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1850,18617102.40,2020,6,29,11,25,2.4,0.89,42.87,44.62,4.7,8.0,3.3,2.2,26,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1851,18621390.12,2020,6,29,12,36,30.1,,42.54,46.58,9.0,3.6,,-0.2,4,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1852,18628215.46,2020,6,29,14,30,15.5,,42.57,46.63,6.0,2.8,,-0.7,4,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1853,18631440.41,2020,6,29,15,24,0.4,,41.20,48.18,15.0,8.9,,2.7,15,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1854,18657286.55,2020,6,29,22,34,46.6,,42.82,46.89,3.0,2.1,,-1.1,4,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1855,18677049.40,2020,6,30,4,4,9.4,0.37,42.39,43.74,6.9,7.3,3.4,1.8,8,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1856,18691443.17,2020,6,30,8,4,3.2,,42.58,46.50,3.0,4.7,,0.4,8,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1857,18700388.92,2020,6,30,10,33,8.9,,40.54,45.32,0.0,9.5,,3.1,18,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1858,18703852.76,2020,6,30,11,30,52.8,,41.01,49.24,45.0,8.3,,2.4,10,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1859,18704468.29,2020,6,30,11,41,8.3,,42.52,48.08,15.0,7.0,,1.7,14,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1860,18715469.51,2020,6,30,14,44,29.5,,42.60,46.55,9.0,5.2,,0.7,10,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1861,18716865.50,2020,6,30,15,7,45.5,0.85,44.92,40.42,23.4,8.1,3.6,2.3,15,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1862,18728951.91,2020,6,30,18,29,11.9,,41.37,47.79,15.0,7.2,,1.8,11,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1863,18732863.20,2020,6,30,19,34,23.2,0.04,44.19,39.66,13.7,4.4,1.8,0.2,3,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1864,18735951.30,2020,6,30,20,25,51.3,0.26,43.55,43.80,11.5,5.5,2.1,0.8,6,,CWGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1865,18745399.60,2020,6,30,23,3,19.6,0.12,44.11,42.96,9.2,3.9,1.2,-0.1,6,,CWGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1866,18835390.90,2020,7,1,0,3,10.9,0.69,43.16,45.62,94.1,7.7,3.2,2.1,29,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1867,18835422.93,2020,7,1,0,3,42.9,,40.54,45.22,0.0,7.6,,2.0,4,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1868,18837114.95,2020,7,1,0,31,55.0,,42.28,48.15,54.0,7.3,,1.8,15,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1869,18838475.51,2020,7,1,0,54,35.5,,41.10,46.47,48.0,7.2,,1.8,10,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1870,18885320.80,2020,7,1,13,55,20.8,0.86,43.29,45.79,17.5,7.6,3.3,2.0,21,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1871,18887579.38,2020,7,1,14,32,59.4,,42.58,46.60,9.0,4.8,,0.4,5,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1872,18893362.40,2020,7,1,16,9,22.4,0.84,42.91,45.73,14.0,7.1,3.3,1.7,13,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1873,18908456.30,2020,7,1,20,20,56.3,0.04,44.03,39.74,10.5,4.2,1.9,0.1,3,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1874,18918081.12,2020,7,1,23,1,21.1,,40.52,48.82,54.0,8.8,,2.7,12,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1875,18929469.64,2020,7,2,2,11,9.6,,39.88,44.13,15.0,8.3,,2.4,7,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1876,18940899.20,2020,7,2,5,21,39.2,0.41,42.31,46.03,15.6,6.6,3.4,1.4,6,,NOGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1877,18944435.52,2020,7,2,6,20,35.5,,43.07,46.93,9.0,5.2,,0.7,6,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1878,18948505.60,2020,7,2,7,28,25.6,0.44,42.91,45.73,13.2,7.3,3.4,1.8,10,,NOGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1879,18961145.60,2020,7,2,10,59,5.6,0.35,44.79,37.66,0.0,5.7,2.2,0.9,3,возм. взрыв,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1880,18961213.80,2020,7,2,11,0,13.8,0.36,44.75,37.71,0.0,5.8,2.1,1.0,3,возм. взрыв,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1881,18968381.40,2020,7,2,12,59,41.4,0.43,41.81,49.66,4.8,8.3,3.6,2.4,14,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1882,18969615.30,2020,7,2,13,20,15.3,0.54,41.74,49.70,9.4,7.7,3.4,2.1,8,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1883,18974592.71,2020,7,2,14,43,12.7,,41.75,48.32,18.0,6.8,,1.6,10,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1884,18997999.20,2020,7,2,21,13,19.2,0.51,43.14,46.34,5.7,7.5,3.2,1.9,25,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1885,19004627.90,2020,7,2,23,3,47.9,0.37,43.21,44.55,12.9,5.9,2.7,1.1,13,,NOGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1886,19005673.10,2020,7,2,23,21,13.1,0.43,43.15,46.33,5.5,5.9,2.6,1.1,8,,NOGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1887,19007451.19,2020,7,2,23,50,51.2,,42.89,47.06,9.0,4.2,,0.1,6,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1888,19053265.30,2020,7,3,12,34,25.3,0.46,44.04,41.60,0.0,6.5,3.3,1.4,9,взрыв,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1889,19066487.92,2020,7,3,16,14,47.9,,41.86,47.94,3.0,6.6,,1.4,10,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1890,19080789.93,2020,7,3,20,13,9.9,,36.33,50.96,9.0,10.8,,3.8,12,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1891,19081741.30,2020,7,3,20,29,1.3,0.10,43.89,42.80,23.7,3.0,0.8,-0.6,4,,CWGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1892,19090532.79,2020,7,3,22,55,32.8,,43.02,46.65,9.0,4.7,,0.4,4,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1893,19090731.90,2020,7,3,22,58,51.9,0.54,42.99,44.16,13.6,5.4,2.2,0.8,7,,NOGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1894,19099151.85,2020,7,4,1,19,11.9,,41.82,48.99,30.0,7.4,,1.9,11,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1895,19099917.70,2020,7,4,1,31,57.7,0.65,42.98,45.62,20.7,6.6,2.9,1.4,18,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1896,19101746.90,2020,7,4,2,2,26.9,0.57,43.61,43.78,55.9,7.6,3.6,2.0,28,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1897,19110608.61,2020,7,4,4,30,8.6,,42.79,47.03,6.0,3.4,,-0.3,5,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1898,19112233.70,2020,7,4,4,57,13.7,0.94,43.80,41.13,5.0,5.6,2.7,0.9,7,f,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1899,19124567.42,2020,7,4,8,22,47.4,,42.79,46.14,5.0,5.1,,0.6,4,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1900,19127376.53,2020,7,4,9,9,36.5,,42.97,46.93,6.0,4.0,,0.0,4,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1901,19141307.71,2020,7,4,13,1,47.7,,43.68,44.42,48.0,7.5,,1.9,7,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1902,19148880.05,2020,7,4,15,8,0.1,,41.50,47.86,6.0,6.7,,1.5,8,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1903,19178900.51,2020,7,4,23,28,20.5,,41.87,47.40,15.0,5.1,,0.6,4,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1904,19183523.04,2020,7,5,0,45,23.0,,42.92,47.04,9.0,4.2,,0.1,7,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1905,19184130.49,2020,7,5,0,55,30.5,,41.89,47.58,18.0,5.4,,0.8,7,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1906,19186956.20,2020,7,5,1,42,36.2,0.18,43.09,44.90,10.5,5.9,2.5,1.1,6,,NOGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1907,19187116.00,2020,7,5,1,45,16.0,0.24,43.05,44.90,11.7,5.8,2.0,1.0,6,,NOGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1908,19187230.20,2020,7,5,1,47,10.2,0.38,43.14,44.93,6.2,5.6,2.5,0.9,6,,NOGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1909,19188461.76,2020,7,5,2,7,41.8,,42.93,46.78,15.0,3.7,,-0.2,5,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1910,19191156.05,2020,7,5,2,52,36.1,,42.93,46.36,18.0,4.9,,0.5,10,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1911,19193465.60,2020,7,5,3,31,5.6,0.51,42.68,45.51,17.9,6.9,3.4,1.6,17,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1912,19195846.50,2020,7,5,4,10,46.5,0.83,43.82,41.13,5.0,5.3,2.5,0.7,7,f,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1913,19205368.85,2020,7,5,6,49,28.9,,40.99,45.10,15.0,8.1,,2.3,5,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1914,19210135.04,2020,7,5,8,8,55.0,,41.55,48.78,9.0,8.2,,2.3,14,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1915,19223559.72,2020,7,5,11,52,39.7,,40.78,47.89,30.0,8.0,,2.2,7,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1916,19225308.90,2020,7,5,12,21,48.9,0.61,42.58,43.49,21.6,6.6,3.1,1.4,8,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1917,19230754.50,2020,7,5,13,52,34.5,,41.55,47.80,18.0,6.8,,1.6,7,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1918,19244113.30,2020,7,5,17,35,13.3,0.27,43.35,44.40,4.0,6.3,2.7,1.3,4,,NOGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1919,19246869.75,2020,7,5,18,21,9.8,,42.19,48.00,15.0,7.0,,1.7,14,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1920,19253709.80,2020,7,5,20,15,9.8,,41.64,48.71,15.0,6.9,,1.6,9,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1921,19267916.45,2020,7,6,0,11,56.5,,40.16,47.55,0.0,7.8,,2.1,6,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1922,19280850.50,2020,7,6,3,47,30.5,0.09,43.52,42.62,32.8,4.3,1.7,0.2,4,,CWGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1923,19284302.20,2020,7,6,4,45,2.2,0.25,43.80,43.49,7.5,4.0,2.0,0.0,5,,CWGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1924,19298646.82,2020,7,6,8,44,6.8,,42.99,47.12,6.0,5.2,,0.7,6,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1925,19308734.80,2020,7,6,11,32,14.8,0.31,44.83,37.66,0.0,5.7,1.9,0.9,3,возм. взрыв,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1926,19312810.40,2020,7,6,12,40,10.4,0.46,44.83,37.66,0.0,6.5,2.7,1.4,4,возм. взрыв,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1927,19322022.11,2020,7,6,15,13,42.1,,42.34,48.24,6.0,7.2,,1.8,11,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1928,19331402.70,2020,7,6,17,50,2.7,0.16,43.70,40.38,1.2,5.3,2.5,0.7,3,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1929,19340152.22,2020,7,6,20,15,52.2,,41.55,47.53,15.0,6.8,,1.6,9,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1930,19340301.33,2020,7,6,20,18,21.3,,41.50,47.39,18.0,6.7,,1.5,10,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1931,19347124.92,2020,7,6,22,12,4.9,,42.84,47.77,15.0,7.0,,1.7,18,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1932,19353505.98,2020,7,6,23,58,26.0,,41.50,47.86,30.0,5.4,,0.8,5,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1933,19370582.10,2020,7,7,4,43,2.1,0.63,43.59,44.36,11.2,7.6,3.4,2.0,14,,NOGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1934,19372416.79,2020,7,7,5,13,36.8,,40.96,48.50,30.0,7.8,,2.1,10,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1935,19384492.90,2020,7,7,8,34,52.9,0.13,43.29,42.45,5.4,5.7,2.3,0.9,6,,CWGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1936,19391381.50,2020,7,7,10,29,41.5,0.54,44.83,37.68,0.0,5.8,2.0,1.0,4,возм. взрыв,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1937,19391475.40,2020,7,7,10,31,15.4,0.11,44.80,37.64,0.0,6.4,2.4,1.3,3,возм. взрыв,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1938,19432645.90,2020,7,7,21,57,25.9,0.34,44.21,39.53,15.6,4.3,1.9,0.2,3,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1939,19435357.40,2020,7,7,22,42,37.4,,42.56,48.23,15.0,6.3,,1.3,9,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1940,19454374.70,2020,7,8,3,59,34.7,0.42,42.54,43.57,15.5,6.9,3.0,1.6,5,,NOGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1941,19464356.59,2020,7,8,6,45,56.6,,42.22,45.94,6.0,5.5,,0.8,7,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1942,19480092.90,2020,7,8,11,8,12.9,0.02,43.64,42.66,6.6,4.6,1.8,0.3,4,,CWGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1943,19489651.86,2020,7,8,13,47,31.9,,42.17,46.01,6.0,6.1,,1.2,10,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1944,19496127.82,2020,7,8,15,35,27.8,,42.20,46.01,6.0,6.1,,1.2,7,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1945,19509121.60,2020,7,8,19,12,1.6,0.40,42.82,46.35,14.8,6.3,2.7,1.3,12,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1946,19515893.47,2020,7,8,21,4,53.5,,42.61,48.31,9.0,7.2,,1.8,16,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1947,19518063.90,2020,7,8,21,41,3.9,0.50,44.06,39.75,1.8,6.2,2.6,1.2,8,,OBGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1948,19519012.34,2020,7,8,21,56,52.3,,42.19,47.13,15.0,6.3,,1.3,14,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1949,19522058.40,2020,7,8,22,47,38.4,0.67,43.49,44.65,11.3,6.3,2.8,1.3,10,,NOGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1950,19548438.19,2020,7,9,6,7,18.2,,41.67,48.97,9.0,8.1,,2.3,13,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1951,19551377.04,2020,7,9,6,56,17.0,,41.76,46.82,30.0,6.0,,1.1,6,,DAGSR,
,,,,,,,,,,,,,,,,,,,,,,,,,,NCA20 1952,19558850.50,2020,7,9,9,0,50.5,,47.60,32.30,5.0,8.1,,2.3,,,Крым,
